frame_nmr,car_id,car_bbox,license_plate_bbox,license_plate_bbox_score,license_number,license_number_score
412,38,[127 24 847 603],[405.15301513671875 305.4913635253906 585.53759765625 360.28558349609375],0.767997145652771,None,None
413,38,[119 23 835 599],[396.61016845703125 303.23187255859375 576.66650390625 360.79803466796875],0.6874163746833801,None,None
414,38,[122 32 820 595],[392.1497802734375 301.5225830078125 572.7637329101562 358.74462890625],0.6881718039512634,None,None
415,38,[131 39 813 589],[392.25469970703125 299.0124206542969 571.1080322265625 358.43536376953125],0.6952372789382935,None,None
416,38,[140 44 809 583],[400.08251953125 299.1734313964844 574.2836303710938 356.964111328125],0.7083204388618469,None,None
417,38,[153 46 814 579],[413.63555908203125 301.0964050292969 581.7845458984375 355.76898193359375],0.6893501281738281,None,None
418,38,[166 48 819 575],[423.2600402832031 301.0517883300781 591.3020629882812 356.5530090332031],0.6887704133987427,None,None
419,38,[291 126 794 525],[510.01434326171875 396.24322509765625 655.052490234375 452.67095947265625],0.7311214208602905,None,None
420,38,[329 153 789 513],[502.03692626953125 399.6509704589844 649.3690795898438 454.490478515625],0.7287368774414062,None,None
421,38,[334 156 799 516],[487.62945556640625 402.2649841308594 642.5578002929688 462.6063232421875],0.7630136609077454,None,None
422,38,[332 152 815 524],[479.0009460449219 406.34405517578125 639.5337524414062 469.3380126953125],0.7731766700744629,None,None
423,38,[322 145 830 533],[465.9776611328125 414.2804260253906 631.8883056640625 472.3297119140625],0.7360742092132568,None,None
424,38,[309 136 844 544],[450.33343505859375 418.51495361328125 624.7899780273438 480.79901123046875],0.7400795221328735,None,None
425,38,[294 127 863 559],[430.1644287109375 423.7519836425781 614.6589965820312 488.6973571777344],0.7231083512306213,None,None
426,38,[274 118 876 572],[406.1065673828125 427.8720703125 598.649658203125 501.4217529296875],0.7622810006141663,LG05HZI,0.22977499541311194
427,38,[248 108 887 586],[383.0204772949219 432.7809143066406 580.9734497070312 507.6924133300781],0.7454212307929993,None,None
428,38,[231 97 906 601],[353.7633972167969 436.3058776855469 561.3619995117188 517.5055541992188],0.7627954483032227,None,None
429,38,[211 84 927 617],[324.3464050292969 438.6960144042969 539.8992919921875 528.632080078125],0.7778675556182861,None,None
430,38,[191 69 957 636],[289.16387939453125 444.7165222167969 513.9597778320312 540.7445068359375],0.740420401096344,None,None
431,38,[173 54 989 654],[257.2544860839844 441.68170166015625 488.3987121582031 558.3983154296875],0.7235448360443115,None,None
432,38,[155 38 1032 677],[220.02682495117188 438.3106994628906 458.6205749511719 575.2222900390625],0.7324314713478088,None,None
433,38,[134 25 1058 692],[179.55406188964844 436.2220764160156 418.0893859863281 585.8452758789062],0.6953742504119873,None,None
434,38,[101 8 1073 702],[136.7911834716797 427.5517272949219 380.72357177734375 594.0234375],0.6230005621910095,None,None
474,38,[83 181 1041 719],[701.121826171875 478.9830627441406 939.3551025390625 591.2781372070312],0.2881421744823456,None,None
475,38,[78 185 1025 719],[658.6205444335938 478.9857177734375 895.8358764648438 588.2681274414062],0.4534773826599121,None,None
476,38,[68 188 1005 720],[615.7809448242188 485.28082275390625 853.4443359375 581.431884765625],0.6596317291259766,None,None
477,38,[69 190 995 720],[588.0419311523438 486.9349670410156 820.7391967773438 578.6324462890625],0.6748248934745789,None,None
478,38,[77 197 975 717],[557.9569091796875 484.03070068359375 793.472900390625 581.1939697265625],0.7095138430595398,None,None
479,38,[92 207 961 716],[540.1334228515625 486.0545654296875 768.4568481445312 580.5580444335938],0.7350497841835022,None,None
480,38,[122 215 957 711],[524.0670776367188 494.1967468261719 745.8421020507812 578.6232299804688],0.7370220422744751,None,None
481,38,[129 225 939 713],[513.7801513671875 499.0647888183594 726.098876953125 576.8509521484375],0.7209063768386841,None,None
482,38,[133 234 918 713],[498.9322509765625 503.7439270019531 705.1995239257812 575.5697631835938],0.708256721496582,None,None
483,38,[145 243 898 708],[485.180908203125 509.47320556640625 686.7158203125 574.8231201171875],0.6778843998908997,None,None
484,38,[157 252 885 708],[475.2928161621094 513.7672729492188 670.97802734375 573.1153564453125],0.6737863421440125,None,None
485,38,[170 260 874 709],[468.0421447753906 516.8143920898438 657.0633544921875 574.2349243164062],0.6848528385162354,None,None
486,38,[174 269 860 711],[454.7176208496094 516.484130859375 640.4197998046875 576.3634033203125],0.7221795916557312,None,None
487,38,[177 277 843 710],[439.7388916015625 516.3408203125 625.1317138671875 578.7830200195312],0.7475406527519226,None,None
488,38,[179 283 829 710],[427.9346008300781 518.7755737304688 612.1774291992188 580.4500732421875],0.7272392511367798,None,None
489,38,[181 289 821 713],[426.02117919921875 521.4974975585938 601.1065063476562 581.052490234375],0.706409215927124,None,None
490,38,[185 294 814 714],[421.8507995605469 524.0341186523438 595.71826171875 582.31591796875],0.7073752880096436,None,None
491,38,[191 298 810 715],[423.67041015625 529.3310546875 591.7015991210938 580.622314453125],0.6907021403312683,None,None
492,38,[198 301 809 716],[423.41021728515625 529.8038330078125 589.6903686523438 579.8255615234375],0.6986778974533081,None,None
493,38,[204 303 808 716],[423.7911376953125 524.931640625 590.346435546875 578.2706298828125],0.6858114004135132,None,None
494,38,[210 303 804 712],[423.4593505859375 519.9011840820312 588.3368530273438 573.4600219726562],0.7140875458717346,None,None
495,38,[214 299 796 703],[421.4574279785156 513.0811767578125 582.4884033203125 562.0834350585938],0.6926512718200684,None,None
496,38,[217 292 791 692],[414.3212890625 503.145263671875 578.5032348632812 554.2937622070312],0.6776977181434631,None,None
497,38,[220 285 787 681],[415.37359619140625 491.0551452636719 576.2833251953125 542.964111328125],0.6923651695251465,None,None
498,38,[219 276 780 670],[412.4906921386719 484.08477783203125 569.6649780273438 531.7765502929688],0.668298065662384,None,None
499,38,[220 267 776 658],[409.5946044921875 468.05218505859375 568.5601806640625 524.66552734375],0.7254008054733276,None,None
500,38,[221 258 774 648],[411.81805419921875 462.9115905761719 566.9185180664062 512.8816528320312],0.7154431939125061,None,None
501,38,[224 249 777 640],[418.5343017578125 456.5502014160156 569.3570556640625 504.44097900390625],0.6991086006164551,None,None
502,38,[227 243 776 634],[414.10675048828125 449.7135925292969 568.2763671875 499.5320739746094],0.7223616242408752,None,None
503,38,[228 237 775 628],[415.9510498046875 440.3780822753906 570.0156860351562 495.9616394042969],0.718241810798645,None,None
504,38,[234 233 777 622],[418.5937194824219 439.3370666503906 570.093994140625 487.80792236328125],0.6908579468727112,None,None
505,38,[238 230 778 618],[420.6559143066406 435.7793273925781 572.7883911132812 485.2690124511719],0.6998801827430725,None,None
506,38,[240 227 779 615],[423.9137878417969 433.7406005859375 575.1673583984375 480.11151123046875],0.6810187697410583,None,None
507,38,[240 226 777 613],[418.01995849609375 430.49566650390625 572.7606201171875 480.4370422363281],0.6908121705055237,None,None
508,38,[238 225 774 611],[416.9186096191406 430.8254089355469 569.0530395507812 475.998779296875],0.6687045693397522,None,None
509,38,[234 221 774 611],[416.6581726074219 427.42889404296875 566.8683471679688 473.2027282714844],0.6749081611633301,None,None
510,38,[233 218 773 608],[417.3198547363281 423.077392578125 567.4015502929688 470.3768310546875],0.7039633989334106,None,None
511,38,[231 213 774 605],[418.1326599121094 415.41815185546875 569.691650390625 466.61297607421875],0.70049649477005,None,None
512,38,[231 208 774 601],[417.76544189453125 412.0762939453125 567.4825439453125 459.4575500488281],0.67979896068573,None,None
513,38,[230 203 776 598],[418.08453369140625 407.0862731933594 566.61572265625 456.1104736328125],0.7098006010055542,None,None
514,38,[229 196 776 593],[417.82427978515625 404.5373840332031 569.441162109375 451.9525146484375],0.6808448433876038,None,None
515,38,[228 190 779 590],[424.1365661621094 400.24298095703125 572.2594604492188 447.0307922363281],0.6945447325706482,None,None
516,38,[231 186 784 588],[423.1543884277344 394.6285095214844 575.1145629882812 444.20623779296875],0.7131994962692261,None,None
517,38,[232 181 789 585],[423.4891357421875 391.1648254394531 579.6671142578125 440.8187561035156],0.6929094791412354,None,None
518,38,[235 176 794 584],[426.0894775390625 384.1383361816406 579.345947265625 434.9049987792969],0.709119439125061,None,None
519,38,[234 171 798 581],[424.5875549316406 379.0284729003906 579.8681030273438 428.84930419921875],0.7023104429244995,None,None
520,38,[231 164 800 578],[422.3781433105469 378.2765197753906 579.446533203125 425.6332092285156],0.6533188819885254,None,None
521,38,[229 158 800 574],[423.7459411621094 372.75616455078125 576.48681640625 419.90069580078125],0.6838890314102173,None,None
522,38,[222 150 801 572],[421.1459655761719 367.90936279296875 574.7352905273438 415.912109375],0.6919212341308594,None,None
523,38,[216 145 804 572],[416.7706298828125 363.7738342285156 573.3894653320312 414.26190185546875],0.6941094398498535,None,None
524,38,[211 140 804 572],[411.5408020019531 357.5828552246094 572.0701293945312 412.2713317871094],0.7157124280929565,None,None
525,38,[205 133 806 571],[405.64385986328125 356.08673095703125 568.8118286132812 409.1798400878906],0.7174262404441833,None,None
526,38,[198 128 806 571],[402.55560302734375 354.925048828125 564.8370361328125 404.71343994140625],0.6762716770172119,None,None
527,38,[186 123 803 571],[393.9671936035156 352.5742492675781 561.8622436523438 405.16973876953125],0.6952637434005737,None,None
528,38,[176 118 802 572],[388.1403503417969 350.4835205078125 557.4619140625 404.5706481933594],0.7087293267250061,None,None
529,38,[165 114 802 575],[379.7879943847656 349.3062744140625 552.644287109375 404.54327392578125],0.700131893157959,None,None
530,38,[159 111 804 577],[374.329833984375 349.8286437988281 548.075927734375 403.1730041503906],0.6985224485397339,None,None
531,38,[149 108 802 579],[367.8035888671875 348.8721923828125 543.5328979492188 401.28143310546875],0.6929673552513123,None,None
532,38,[137 103 803 583],[367.24224853515625 347.671142578125 540.9346923828125 399.31195068359375],0.7059364914894104,None,None
533,38,[130 99 804 583],[356.7366638183594 345.142822265625 538.9725952148438 400.5703125],0.697921872138977,None,None
534,38,[130 97 807 584],[354.98736572265625 343.7366943359375 537.5492553710938 402.027587890625],0.6992368698120117,None,None
535,38,[132 99 808 585],[356.933837890625 346.4324645996094 539.2460327148438 400.0525817871094],0.6963891983032227,None,None
536,38,[137 103 808 585],[361.51837158203125 347.9247131347656 539.93701171875 401.7607421875],0.6715033650398254,None,None
537,38,[144 109 807 583],[366.4541015625 349.96197509765625 542.3030395507812 402.465087890625],0.6872473955154419,None,None
538,38,[154 115 806 582],[372.26226806640625 352.52825927734375 544.563720703125 406.0467224121094],0.7188515663146973,None,None
539,38,[166 123 804 579],[378.3748474121094 354.85186767578125 550.2118530273438 409.5243225097656],0.7086077332496643,None,None
540,38,[178 131 804 577],[390.338134765625 357.6442565917969 554.3471069335938 411.91778564453125],0.7260482311248779,None,None
541,38,[190 138 805 575],[395.1429443359375 357.3468933105469 560.2543334960938 412.4130554199219],0.7127892971038818,None,None
542,38,[204 143 808 573],[402.18121337890625 361.3381042480469 563.4837036132812 410.9176330566406],0.7224709391593933,None,None
543,38,[218 149 811 570],[411.0918884277344 358.5977478027344 570.2352905273438 412.21759033203125],0.7137283682823181,None,None
544,38,[228 153 814 569],[421.8554992675781 359.9040832519531 576.2678833007812 411.8743896484375],0.7213930487632751,None,None
545,38,[241 159 818 568],[430.3597412109375 358.2378234863281 584.7110595703125 411.6854248046875],0.7153155207633972,None,None
546,38,[256 164 824 567],[442.5989074707031 363.28717041015625 593.9361572265625 411.4248352050781],0.7070284485816956,None,None
547,38,[269 169 830 566],[451.04486083984375 364.8589782714844 600.970458984375 412.70733642578125],0.7028639316558838,None,None
548,38,[281 172 837 566],[461.11322021484375 368.4862976074219 607.7146606445312 414.97406005859375],0.7030413150787354,None,None
549,38,[291 177 843 568],[471.8515319824219 371.71783447265625 616.620849609375 417.24444580078125],0.6953831315040588,None,None
550,38,[301 180 850 569],[480.2235107421875 374.40826416015625 624.4329833984375 421.1163330078125],0.7004749774932861,None,None
551,38,[311 184 855 570],[486.2057189941406 376.04052734375 631.7771606445312 423.0449523925781],0.7126173377037048,None,None
552,38,[320 188 859 570],[495.7000732421875 379.7607727050781 636.9849853515625 422.9281005859375],0.69328773021698,None,None
553,38,[331 194 863 571],[503.4338073730469 379.49853515625 644.7969360351562 424.56982421875],0.7106764912605286,None,None
554,38,[339 198 867 571],[509.6627197265625 380.0025939941406 650.4036865234375 425.1623229980469],0.7095950245857239,None,None
555,38,[346 200 870 572],[517.7527465820312 379.3125 658.2634887695312 425.5722961425781],0.7102210521697998,None,None
556,38,[356 202 876 571],[529.968017578125 380.50775146484375 664.5868530273438 424.78570556640625],0.7032732367515564,None,None
557,38,[366 203 882 569],[537.2943115234375 380.45361328125 673.7240600585938 424.3165588378906],0.7088777422904968,None,None
558,38,[374 203 885 565],[544.004150390625 379.3684997558594 679.7888793945312 423.5766906738281],0.7044956684112549,None,None
559,38,[384 203 889 561],[551.7460327148438 378.6068115234375 686.4156494140625 421.25860595703125],0.7009097337722778,None,None
560,38,[393 203 892 556],[559.0462646484375 374.8630065917969 692.0570678710938 416.544189453125],0.688876211643219,None,None
561,38,[402 200 895 550],[567.262939453125 368.5930480957031 700.0576171875 411.08740234375],0.698922336101532,None,None
562,38,[411 194 902 543],[576.1017456054688 359.2318115234375 707.4415893554688 404.8464660644531],0.6873852014541626,None,None
563,38,[421 191 907 535],[585.3897094726562 353.5511169433594 712.8307495117188 397.78662109375],0.7064826488494873,None,None
564,38,[429 186 914 531],[594.6539916992188 350.149658203125 720.7409057617188 394.4297790527344],0.7349126935005188,None,None
565,38,[436 184 919 526],[598.4212036132812 349.3589172363281 725.9808349609375 390.4657287597656],0.7079369425773621,None,None
566,38,[442 182 923 523],[601.9530639648438 347.50238037109375 731.0992431640625 388.70538330078125],0.7081511616706848,None,None
567,38,[448 182 923 520],[610.1868286132812 345.9837951660156 734.0708618164062 387.86322021484375],0.7027502059936523,None,None
568,38,[453 182 924 517],[616.229248046875 344.5277099609375 738.1548461914062 386.6241760253906],0.6845365762710571,None,None
569,38,[458 180 926 512],[617.16064453125 340.54248046875 742.8165283203125 382.870361328125],0.7065014839172363,None,None
570,38,[464 177 928 506],[623.72412109375 333.5484313964844 746.2291259765625 376.0025634765625],0.6949337720870972,None,None
571,38,[469 171 928 497],[624.7600708007812 324.5526123046875 747.2015380859375 367.46075439453125],0.7147060632705688,None,None
572,38,[471 162 930 488],[629.9368896484375 316.0579528808594 749.5328369140625 358.6741638183594],0.7124001979827881,None,None
573,38,[474 152 933 478],[631.5285034179688 308.8317565917969 752.041259765625 350.3898620605469],0.7279210090637207,None,None
574,38,[478 146 935 471],[635.4856567382812 301.5132751464844 756.338623046875 344.2969970703125],0.6937942504882812,None,None
575,38,[425 164 916 511],[538.2484741210938 453.85321044921875 701.785888671875 509.3823547363281],0.7261055111885071,None,None
576,38,[399 172 904 526],[523.8660888671875 458.0939636230469 687.9321899414062 514.674072265625],0.6774693131446838,None,None
577,38,[390 172 913 536],[508.3049011230469 462.06805419921875 674.9954223632812 519.7252197265625],0.704804539680481,None,None
578,38,[378 169 918 541],[489.58074951171875 462.83319091796875 661.8960571289062 521.5742797851562],0.711958110332489,None,None
579,38,[363 164 918 543],[466.2564392089844 457.551513671875 639.1619873046875 518.8828125],0.6927502751350403,None,None
580,38,[348 154 912 535],[439.607421875 447.7654113769531 617.5418090820312 513.3890380859375],0.7260832190513611,None,None
581,38,[328 141 909 531],[417.5397033691406 439.654541015625 593.0042114257812 505.7890319824219],0.7166415452957153,None,None
582,38,[307 127 907 527],[386.6724548339844 436.8918151855469 562.2960205078125 500.9122314453125],0.6561864614486694,None,None
583,38,[282 113 907 526],[355.6301574707031 433.8488464355469 535.412109375 502.90081787109375],0.6957738995552063,None,None
584,38,[260 110 901 529],[323.4014587402344 434.6419677734375 503.2496643066406 507.1547546386719],0.7002954483032227,None,None
585,38,[242 107 903 534],[289.080810546875 437.7676696777344 471.4496765136719 510.9200134277344],0.714946985244751,None,None
586,38,[215 107 898 542],[252.82896423339844 440.56317138671875 438.8096008300781 520.94091796875],0.7246524095535278,None,None
587,38,[197 107 900 549],[216.03399658203125 445.0171813964844 404.3744201660156 531.6204833984375],0.703502357006073,None,None
588,38,[170 107 907 565],[179.00599670410156 451.7417907714844 365.3546142578125 544.2811279296875],0.6331019401550293,None,None
589,38,[142 106 912 578],[136.18385314941406 458.63482666015625 322.03192138671875 561.4697875976562],0.6051345467567444,None,None
590,38,[112 109 919 595],[92.24032592773438 469.1956481933594 275.71319580078125 571.0506591796875],0.531345009803772,None,None
591,38,[87 106 936 609],[51.10329055786133 471.6595458984375 228.33868408203125 584.0437622070312],0.33112841844558716,None,None
628,38,[81 122 1047 631],[837.9808959960938 396.0690002441406 1016.0730590820312 510.54547119140625],0.31562983989715576,None,None
629,38,[79 124 1033 623],[804.3990478515625 399.2487487792969 987.5012817382812 511.0745544433594],0.5881032943725586,None,None
630,38,[80 124 1026 617],[776.9526977539062 402.8103332519531 964.4359741210938 509.5455627441406],0.6526872515678406,None,None
